,Job Title,Company,Location,Salary,Search Term
2465,Research Associate,"
    BioMarin Pharmaceutical Inc.","Novato, CA",NaN,San+Francisco
2466,"Research Engineer, AI","
        eBay Inc.","San Francisco, CA",NaN,San+Francisco
2467,Senior DevOps Engineer,"
        LT","San Francisco Bay Area, CA","$190,000 a year",San+Francisco
2468,Clinical Biomarker Leader (Cancer Immunotherapy),"
        Genentech","South San Francisco, CA",NaN,San+Francisco
2469,Software Developer 5,"
        Oracle","Redwood City, CA",NaN,San+Francisco
2470,Application Software Engineer,"
    Emerald Cloud Lab","South San Francisco, CA",NaN,San+Francisco
2471,R&amp;D <b>Scientist</b>,"
    uBiome","San Francisco, CA",NaN,San+Francisco
2472,Machine Learning/Deep Learning Engineer,"
        SKIP","New York, NY",NaN,New+York
2473,<b>Data</b> <b>Scientist</b>,"
        Oliver James Associates","New York, NY","$160,000 a year",New+York
2474,<b>Data</b> Science Analyst,"
        AIG","New York, NY",NaN,New+York
2475,HEOR RWE SAS Programmer / Analyst,"
        Barrington James","New York, NY 10005 <span style=""font-size: smaller"">(Financial District area)</span>","$110,000 a year",New+York
2476,Machine Learning,"
        Twitter","New York, NY",NaN,New+York
2477,<b>Data</b> <b>Scientist</b>,"
    indify","New York, NY","$90,000 - $170,000 a year",New+York
2478,Senior <b>Data</b> <b>Scientist</b>,"
    Socure","New York, NY",NaN,New+York
2479,Machine Learning Infrastructure Engineer,"
    Schrodinger","New York, NY",NaN,New+York
2480,<b>Data</b> <b>Scientists</b>,"
    FXcompared","New York, NY",NaN,New+York
2481,<b>Data</b> Science Manager,"
    HarperCollins Publishers Inc.","New York, NY",NaN,New+York
2482,<b>Data</b> Engineer,"
        Dailymotion","New York, NY",NaN,New+York
2483,<b>Data</b> Research Analyst - Office of Chief Nurse Executive,"
        Northwell Health","New Hyde Park, NY 11040",NaN,New+York
2484,Research Project Coordinator,"
        Research Foundation of The City University of New...","New York, NY",NaN,New+York
2485,Machine Learning Engineer,"
    AdTheorent","New York, NY",NaN,New+York
2486,Quantitative <b>Scientist</b>,"
        Flatiron Health","New York, NY",NaN,New+York
2487,<b>Scientist</b> - Business Process Modeling and Simulation,"
        AIG","New York, NY",NaN,New+York
2488,Sr. <b>Data</b> <b>Scientist</b>,"
    Hudson <b>Data</b>","New York, NY",NaN,New+York
2489,Senior <b>Data</b> <b>Scientist</b>,"
    AdTheorent","New York, NY",NaN,New+York
2490,Junior <b>Data</b> <b>Scientist</b>,"
        pymetrics","New York, NY 10016 <span style=""font-size: smaller"">(Gramercy area)</span>",NaN,New+York
2491,Join THIRD BRIDGE as a Research Analyst -- NYC!,"
    THIRD BRIDGE","New York, NY 10018 <span style=""font-size: smaller"">(Clinton area)</span>",NaN,New+York
2492,VP of Engineering - <b>Data</b>,"
        Spotify","New York, NY 10011 <span style=""font-size: smaller"">(Chelsea area)</span>",NaN,New+York
2493,Ultimate Hoops Statistician,"
        Life Time Fitness","New York, NY",NaN,New+York
2494,<b>Data</b> <b>Scientist</b>,"
        Goldman Sachs","New York, NY 10282 <span style=""font-size: smaller"">(Tribeca area)</span>",NaN,New+York
2495,Senior <b>Data</b> <b>Scientist</b>,"
        ektello","New York, NY",NaN,New+York
2496,"Sr. <b>Data</b> <b>Scientist</b>, Analytics","
        Memorial Sloan Kettering","New York, NY",NaN,New+York
2497,Research <b>Data</b> Associate,"
        NYU School of Medicine","New York, NY",NaN,New+York
2498,Lead <b>Data</b> <b>Scientist</b>,"
        Aetna","New York, NY 10016 <span style=""font-size: smaller"">(Gramercy area)</span>",NaN,New+York
2499,Analytics - Ads Team,"
        Foursquare","New York, NY",NaN,New+York
2500,Technology - GSAM Technology - Search and Machine Learning E...,"
        Goldman Sachs","New York, NY 10282 <span style=""font-size: smaller"">(Tribeca area)</span>",NaN,New+York
2501,<b>Data</b> <b>Scientist</b>,"
        Goldman Sachs","New York, NY 10282 <span style=""font-size: smaller"">(Tribeca area)</span>",NaN,New+York
2502,Lead <b>Data</b> <b>Scientist</b>,"
        Aetna","New York, NY 10016 <span style=""font-size: smaller"">(Gramercy area)</span>",NaN,New+York
2503,"Analyst, <b>Data</b> Access &amp; Advanced Analysis","
        Conde Nast","New York, NY 10007 <span style=""font-size: smaller"">(Financial District area)</span>",NaN,New+York
2504,<b>Data</b> <b>Scientist</b>,"
    WorldCover","New York, NY","$70,000 - $110,000 a year",New+York
2505,Machine Learning Engineer - NY,"
        Morgan Stanley","New York, NY 10032 <span style=""font-size: smaller"">(Washington Heights area)</span>",NaN,New+York
2506,"Senior <b>Scientist</b>, Oncology Target Discovery","
        Pfizer","New York, NY 10017 <span style=""font-size: smaller"">(Midtown area)</span>",NaN,New+York
2507,User Experience Designer - <b>Data</b> Distribution and Governance,"
        Bloomberg","New York, NY",NaN,New+York
2508,Senior <b>Data</b> <b>Scientist</b>,"
    Dstillery","New York, NY",NaN,New+York
2509,Machine Learning Engineer - NY,"
        Morgan Stanley","New York, NY 10032 <span style=""font-size: smaller"">(Washington Heights area)</span>",NaN,New+York
2510,"Policy Specialist, Performance Monitoring and <b>Data</b> Analysis","
    ActiveUnited Nations Development Programme (UNDP)","New York, NY",NaN,New+York
2511,Senior Analyst - Marketing Analytics,"
        Casper","New York, NY",NaN,New+York
2512,Research <b>Data</b> Associate (Temp Program),"
        NYU School of Medicine","New York, NY",NaN,New+York
2513,Senior Machine Learning Engineer,"
        Capital One","New York, NY",NaN,New+York
2514,Industry Research Analyst,"
        IBISWorld","New York, NY",NaN,New+York
2515,Computer Science (<b>Data</b> Analysis) Instructor,"
    Urban Scholars Program, City College of New York","New York, NY 10031 <span style=""font-size: smaller"">(Hamilton Heights area)</span>",$40 an hour,New+York
2516,Statistician,"
        United Nations","New York, NY",NaN,New+York
2517,Senior Machine Learning Engineer,"
        Capital One","New York, NY",NaN,New+York
2518,Sr. <b>Data</b> <b>Scientist</b> - Test &amp; Learn Analytics,"
        J.Crew Group, Inc.","New York, NY 10003 <span style=""font-size: smaller"">(Greenwich Village area)</span>",NaN,New+York
2519,Junior Research <b>Scientist</b> (Rolling Admission),"
    Institute for the Study of Decision Making","New York, NY",NaN,New+York
2520,Industry Research Analyst,"
        IBISWorld","New York, NY",NaN,New+York
2521,Research Analyst,"
    The Empire State Realty Trust","New York, NY",NaN,New+York
2522,<b>Data</b> Architect/ <b>Data</b> Engineer,"
    Envisagenics, Inc.","New York, NY","$65,000 - $110,000 a year",New+York
2523,<b>Data</b> <b>Scientist</b>,"
    Enterprise Select","New York, NY 10038 <span style=""font-size: smaller"">(Financial District area)</span>","$130,000 a year",New+York
2524,"Quantitative Strategies, Index &amp; Alpha – Analyst/Associate (...","
        Credit Suisse","New York, NY 10022 <span style=""font-size: smaller"">(Midtown area)</span>",NaN,New+York
2525,Business/Statistical Analyst,"
        AIG","New York, NY",NaN,New+York
2526,Sr. <b>Data</b> Analyst,"
        NYU School of Medicine","New York, NY",NaN,New+York
2527,<b>Data</b> Architect/ <b>Data</b> Engineer,"
    Envisagenics, Inc.","New York, NY","$65,000 - $110,000 a year",New+York
2528,<b>Data</b> Engineer,"
        Weight Watchers International","New York, NY",NaN,New+York
2529,<b>Data</b> <b>Scientist</b>,"
    Enterprise Select","New York, NY 10038 <span style=""font-size: smaller"">(Financial District area)</span>","$130,000 a year",New+York
2530,Machine Learning Researcher,"
    Schrodinger","New York, NY",NaN,New+York
2531,Institute Postdoctoral Fellow (Omics &amp; Big <b>Data</b>),"
        Icahn School of Medicine at Mount Sinai","New York, NY",NaN,New+York
2532,Sr. <b>Data</b> <b>Scientist</b> - User &amp; Product Analytics,"
        Tumblr","New York, NY",NaN,New+York
2533,Junior Research Analyst - Index,"
        Société Générale","New York, NY",NaN,New+York
2534,Model Validation Quantitative Analyst,"
        Credit Suisse","New York, NY 10022 <span style=""font-size: smaller"">(Midtown area)</span>",NaN,New+York
2535,<b>Data</b> Analyst,"
        NYU School of Medicine","New York, NY",NaN,New+York
2536,Machine Learning Researcher,"
    Schrodinger","New York, NY",NaN,New+York
2537,Machine Learning Engineer - NLP - Java - Python - New York,"
        Darwin Recruitment","New York, NY",$120 - $140 an hour,New+York
2538,Junior Research Analyst - Index,"
        Société Générale","New York, NY",NaN,New+York
2539,Model Validation Quantitative Analyst,"
        Credit Suisse","New York, NY 10022 <span style=""font-size: smaller"">(Midtown area)</span>",NaN,New+York
2540,"Software Engineer, Machine Learning","
        Facebook","New York, NY",NaN,New+York
2541,Junior Research Analyst - Index,"
    SG CIB","New York, NY",NaN,New+York
2542,Senior Research Analyst,"
        Research Foundation of The City University of New...","New York, NY","$70,000 - $80,000 a year",New+York
2543,<b>Data</b> Analyst II - AC Adolescent Health - Full Time - Days,"
        Mount Sinai Health System","New York, NY 10029 <span style=""font-size: smaller"">(Yorkville area)</span>",NaN,New+York
2544,Principal <b>Data</b> <b>Scientist</b>,"
        Aetna","New York, NY 10016 <span style=""font-size: smaller"">(Gramercy area)</span>",NaN,New+York
2545,Quantitative Analyst – Counterparty Credit Risk (VP),"
        Credit Suisse","New York, NY 10022 <span style=""font-size: smaller"">(Midtown area)</span>",NaN,New+York
2546,Associate <b>Data</b> &amp; Research Analyst,"
        Columbia University","New York, NY",NaN,New+York
2547,"Research Analyst, Grid Edge Microgrids; Greentech Media (GTM...","
        Wood Mackenzie","New York, NY 10018 <span style=""font-size: smaller"">(Clinton area)</span>",NaN,New+York
2548,<b>Data</b> Science Translator - TMT Sector,"
        McKinsey &amp; Company","New York, NY 10022 <span style=""font-size: smaller"">(Midtown area)</span>",NaN,New+York
2549,<b>Data</b> Analyst/Modeler,"
        DEPARTMENT OF FINANCE","Manhattan, NY","$70,286 - $80,829 a year",New+York
2550,Research Analyst - Media,"
        Spectrum","New York, NY 10002 <span style=""font-size: smaller"">(Lower East Side area)</span>",NaN,New+York
2551,VP <b>Data</b> Science,"
    Beeswax","New York, NY","$130,000 - $165,000 a year",New+York
2552,Model Validation Quantitative Analyst (VP),"
        Credit Suisse","New York, NY 10022 <span style=""font-size: smaller"">(Midtown area)</span>",NaN,New+York
2553,"<b>Data</b> Team Leader (VP, Director)","
        VROOM","New York, NY","$140,000 - $180,000 a year",New+York
2554,<b>Data</b> Analyst,"
        ADMIN FOR CHILDREN'S SVCS","Manhattan, NY","$70,286 - $88,213 a year",New+York
2555,"L'Oreal USA, <b>Data</b> Activation &amp; DMP Lead","
        L'Oreal USA","New York, NY",NaN,New+York
2556,Research <b>Scientist</b>,"
        NYU School of Medicine","New York, NY",NaN,New+York
2557,Senior Quantitative Finance Analyst,"
    KaarmaPro","New York, NY",NaN,New+York
2558,Senior <b>Data</b> Analyst,"
        Helix","New York, NY",NaN,New+York
2559,Analyst,"
        Squarespace","New York, NY 10014 <span style=""font-size: smaller"">(West Village area)</span>",NaN,New+York
2560,Research <b>Scientist</b>,"
    Grammarly, Inc.","New York, NY",NaN,New+York
2561,Machine Learning Researcher,"
    IJC Associates","New York, NY",NaN,New+York
2562,"<b>Data</b> <b>Scientist</b>, Team Lead - Predictive Analytics","
        Grubhub","New York, NY",NaN,New+York
2563,Sr. Research <b>Scientist</b>,"
        Yahoo! Inc.","New York, NY",NaN,New+York
2564,Senior <b>Data</b> Engineer - BI &amp; Analytics,"
    Rockstar New York","New York, NY",NaN,New+York
2565,"Project Associate, EQUAL","
    NYU Global TIES for Children","New York, NY","$52,000 a year",New+York
2566,"Senior Business Analyst, Underwriting Analytics","
        AIG","New York, NY",NaN,New+York
2567,"Senior Decision <b>Scientist</b>, Campaign Analytics, Decision Mana...","
        E*TRADE FINANCIAL","New York, NY",NaN,New+York
2568,Bank Loan Investment Research Analyst,"
        Invesco","New York, NY 10036",NaN,New+York
2569,Sr. <b>Data</b> <b>Scientist</b> - Mixed Media Modeling,"
        J.Crew Group, Inc.","New York, NY 10003 <span style=""font-size: smaller"">(Greenwich Village area)</span>",NaN,New+York
2570,Market Research Analyst,"
        Cannon Design","New York, NY",NaN,New+York
2571,Research Analyst,"
        The After-School Corporation","New York, NY 10018 <span style=""font-size: smaller"">(Clinton area)</span>",NaN,New+York
2572,"Director, <b>Data</b> Science","
    Integral Ad Science","New York, NY 10003 <span style=""font-size: smaller"">(Greenwich Village area)</span>",NaN,New+York
2573,"Research Analyst, Content","
        Peloton Cycle","New York, NY",NaN,New+York
2574,Quantitative Analyst - Credit Exposure,"
        Credit Suisse","New York, NY 10022 <span style=""font-size: smaller"">(Midtown area)</span>",NaN,New+York
2575,Quantitative and <b>data</b> analyst,"
        MSCI Inc.","New York, NY 10002 <span style=""font-size: smaller"">(Lower East Side area)</span>",NaN,New+York
2576,<b>Data</b> <b>Scientists</b>/Predictive Modelers – Insurance,"
        Analytic Recruiting","New York, NY 10017 <span style=""font-size: smaller"">(Midtown area)</span>",NaN,New+York
2577,"Senior <b>Scientist</b>, Machine Learning and Virtual Screening","
    Schrodinger","New York, NY",NaN,New+York
2578,Summer Intern - pRED Informatics,"
        Roche","New York, NY",NaN,New+York
2579,"Sr. Associate, <b>Data</b> <b>Scientist</b>","
        New York Life Insurance Co","New York, NY",NaN,New+York
2580,"Director of <b>Data</b> Science, Analytics","
    Averity","New York, NY","$175,000 - $250,000 a year",New+York
2581,"Connect - Vice President, Behavioral <b>Data</b> Group","
        Ipsos North America","New York, NY",NaN,New+York
2582,Senior Research Analyst,"
    Phoenix Marketing International","New York, NY 10001 <span style=""font-size: smaller"">(Chelsea area)</span>",NaN,New+York
2583,Machine Learning Engineer,"
        Meetup","New York, NY 10012 <span style=""font-size: smaller"">(Little Italy area)</span>",NaN,New+York
2584,Associate,"
        Exponent","New York, NY 10170 <span style=""font-size: smaller"">(Murray Hill area)</span>",NaN,New+York
2585,Enterprise <b>Data</b> Governance Analyst,"
    NYU Langone Health System","New York, NY",NaN,New+York
2586,Senior Research &amp; <b>Data</b> Analyst,"
        International Rescue Committee","New York, NY 10168 <span style=""font-size: smaller"">(Murray Hill area)</span>",NaN,New+York
2587,<b>Data</b> <b>Scientist</b> / Lead Quantitative Analyst,"
        Guidepoint Global","New York, NY 10017 <span style=""font-size: smaller"">(Midtown area)</span>",NaN,New+York
2588,Equity Research and <b>Data</b> Analyst,"
        1010data","New York, NY",NaN,New+York
2589,<b>Data</b> Science Intern,"
        FactSet","New York, NY 10016 <span style=""font-size: smaller"">(Gramercy area)</span>",NaN,New+York
2590,Forensic Technology &amp; Discovery Services Manager - <b>Data</b> Scie...,"
        EY","New York, NY",NaN,New+York
2591,"<b>Data</b> Engineer, <b>Data</b> Science","
    Integral Ad Science","New York, NY 10003 <span style=""font-size: smaller"">(Greenwich Village area)</span>",NaN,New+York
2592,Principal <b>Data</b> <b>Scientist</b>,"
    Averity","New York, NY","$150,000 - $185,000 a year",New+York
2593,"Quantitative Risk Analyst, Two Harbors","
    Two Harbors Investment Corp.","New York, NY 10022 <span style=""font-size: smaller"">(Midtown area)</span>",NaN,New+York
2594,"<b>Data</b> <b>Scientist</b>, Tech Lead - NLP","
        Grubhub","New York, NY",NaN,New+York
2595,Temporary Research Analyst - Smithsonian Channel,"
    Smithsonian Networks","New York, NY 10176 <span style=""font-size: smaller"">(Murray Hill area)</span>",NaN,New+York
2596,Senior <b>Data</b> Strategy Analyst,"
        Neustar, Inc.","New York, NY 10012 <span style=""font-size: smaller"">(Little Italy area)</span>",NaN,New+York
2597,Database and <b>Data</b> Warehouse Manager,"
        PlaceIQ","New York, NY",NaN,New+York
2598,Survey Research Analyst,"
        DoSomething.org","New York, NY 10010 <span style=""font-size: smaller"">(Gramercy area)</span>",NaN,New+York
2599,<b>Data</b> <b>Scientist</b> / Lead Quantitative Analyst,"
        Guidepoint Global","New York, NY 10017 <span style=""font-size: smaller"">(Midtown area)</span>",NaN,New+York
2600,<b>Data</b> Engineer - Streaming Video <b>Data</b> Analytics - Apache Stor...,"
    HiringCatalyst","New York, NY",NaN,New+York
2601,Associate,"
        Exponent","New York, NY 10170 <span style=""font-size: smaller"">(Murray Hill area)</span>",NaN,New+York
