,Job Title,Company,Location,Salary,Search Term
259,Advanced Analytics Analyst/Sr/Consultant - 126661SK,"        Anthem, Inc.","Chicago, IL 60654 <span style=""font-size: smaller"">(Loop area)</span>",NaN,Chicago
260,Senior Quantitative Analyst,"        OCC","Chicago, IL 60605 <span style=""font-size: smaller"">(Near South Side area)</span>",NaN,Chicago
261,Analyst,"        Kantar Millward Brown","Lisle, IL",NaN,Chicago
262,Sr. <b>Data</b> <b>Scientist</b>,"        Valid USA, Inc.","Lisle, IL 60532",NaN,Chicago
263,Knowledge Analyst - <b>Data</b> Engineering,"        The Boston Consulting Group","Chicago, IL 60654 <span style=""font-size: smaller"">(Loop area)</span>",NaN,Chicago
264,<b>Data</b> <b>Scientist</b>,"    Hirewell","Evanston, IL","$150,000 a year",Chicago
265,Epic Research Analyst,"    HealthmarkIT","Chicago, IL",NaN,Chicago
266,<b>Scientist</b> 1,"        Apex Companies, LLC","Chicago, IL",NaN,Chicago
267,Senior <b>Data</b> <b>Scientist</b>,"        Workbridge Associates","Chicago, IL","$130,000 a year",Chicago
268,<b>Data</b> <b>Scientist</b>,"    Hirewell","Evanston, IL","$150,000 a year",Chicago
269,Computational Biologist- Statistical Genetics,"        Tempus","Chicago, IL 60654 <span style=""font-size: smaller"">(Loop area)</span>",NaN,Chicago
270,<b>Scientist</b> - Operations Research,"        United Airlines Inc.","Chicago, IL 60601 <span style=""font-size: smaller"">(Loop area)</span>",NaN,Chicago
271,Epic Research Analyst,"    HealthmarkIT","Chicago, IL",NaN,Chicago
272,Research Professional/CDRLabs Outreach Mgr,"        University of Chicago","Chicago, IL",NaN,Chicago
273,<b>Data</b> <b>Scientist</b>,"        Workbridge Associates","Chicago, IL","$125,000 a year",Chicago
274,Senior <b>Data</b> Science Consultant,"        Blue Cross Blue Shield of IL, MT, NM, OK &amp; TX","Chicago, IL",NaN,Chicago
275,Business &amp; Research Analyst,"    Institute of Food Technologists","Chicago, IL",NaN,Chicago
276,<b>Data</b> Analyst (Jr./Mid),"        Harvey Nash","Chicago, IL",NaN,Chicago
277,Senior Quantitative Analyst,"        William Blair &amp; Company","Chicago, IL 60606 <span style=""font-size: smaller"">(Loop area)</span>",NaN,Chicago
278,Statistician Intern,"        Napleton Automotive Group","Oak Brook, IL",NaN,Chicago
279,Contract <b>Data</b> Science,"        Jobspring Partners","Chicago, IL",$50 - $70 an hour,Chicago
280,Machine Learning Engineer,"        Jobspring Partners","Chicago, IL","$120,000 - $150,000 a year",Chicago
281,Statistician,"        Napleton Automotive Group","Oak Brook, IL",NaN,Chicago
282,Statistical Analyst,"        The LaSalle Network","Chicago, IL 60601 <span style=""font-size: smaller"">(Loop area)</span>","$80,000 a year",Chicago
283,Director of <b>Data</b> Science,"        Trunk Club","Chicago, IL 60654 <span style=""font-size: smaller"">(Loop area)</span>",NaN,Chicago
284,Senior Statistical Analyst,"        Northwestern University","Chicago, IL",NaN,Chicago
285,Research/<b>Data</b> Analyst,"        Veredus","Chicago, IL",NaN,Chicago
286,Senior Quantitative Analyst - Quantitative Investment Manage...,"        William Blair &amp; Company","Chicago, IL 60606 <span style=""font-size: smaller"">(Loop area)</span>",NaN,Chicago
287,"Sr. Analyst, <b>Data</b> Science","        Catalina Marketing","Chicago, IL 60601 <span style=""font-size: smaller"">(Loop area)</span>",NaN,Chicago
288,Principal <b>Data</b> Lead (Machine Learning),"        Jobspring Partners","Chicago, IL 60604 <span style=""font-size: smaller"">(Loop area)</span>","$180,000 a year",Chicago
289,"AVP, Lead <b>Data</b> <b>Scientist</b> (L11)","        Synchrony Financial","Chicago, IL",NaN,Chicago
290,Market Research Analyst (Entry Level),"    InContext Solutions","Chicago, IL",NaN,Chicago
291,"Analyst, Quantitative Research","    Kelton Global","Chicago, IL",NaN,Chicago
292,"Research Engineer, Computer Vision &amp; Deep Learning","        CCC Information Services Inc.","Chicago, IL 60654 <span style=""font-size: smaller"">(Loop area)</span>",NaN,Chicago
293,Senior Statistical Analyst,"        Northwestern University","Chicago, IL",NaN,Chicago
294,Principal <b>Data</b> <b>Scientist</b>,"        Jobspring Partners","Chicago, IL 60610 <span style=""font-size: smaller"">(Near North Side area)</span>","$160,000 a year",Chicago
295,<b>Data</b> Analyst,"    TurboTitleLoan.com","Chicago, IL 60642 <span style=""font-size: smaller"">(Portage Park area)</span>",NaN,Chicago
296,"Analyst, Passive Strategies, Research","        Morningstar","Chicago, IL",NaN,Chicago
297,Senior Quantitative Analyst - Quantitative Investment Manage...,"        William Blair &amp; Company","Chicago, IL 60606 <span style=""font-size: smaller"">(Loop area)</span>",NaN,Chicago
298,Statistical Analyst -- Health-7444,"    S.C. International","Chicago, IL","$80,000 a year",Chicago
299,Director of Machine Learning,"        Motorola Mobility","Chicago, IL",NaN,Chicago
300,Part-time <b>Data</b> Science Instructor,"        General Assembly","Chicago, IL",NaN,Chicago
301,Capital One - Director of <b>Data</b> Science,"    Illinois Technology Association","Chicago, IL",NaN,Chicago
302,Quantitative Research Analyst,"    Huxley Banking &amp; Financial Services","Chicago, IL",NaN,Chicago
303,Lead <b>Data</b> <b>Scientist</b>,"        Jobspring Partners","Chicago, IL 60603 <span style=""font-size: smaller"">(Loop area)</span>","$150,000 a year",Chicago
304,Sr Quantitative Analyst UOF - E03,"        Exelon","Oak Brook, IL",NaN,Chicago
305,"Research Engineer, Computer Vision &amp; Deep Learning","        CCC Information Services Inc.","Chicago, IL 60654 <span style=""font-size: smaller"">(Loop area)</span>",NaN,Chicago
306,Senior Research Analyst - Center for Excellence in Survey Re...,"        National Opinion Research Center (NORC)","Chicago, IL",NaN,Chicago
307,IT Programmer 2,"        University of Chicago","Chicago, IL",NaN,Chicago
308,Digital Payer Consultant - Healthcare Analytics,"        McKinsey &amp; Company","Chicago, IL",NaN,Chicago
309,Developer,"        Northwestern University","Chicago, IL",NaN,Chicago
310,"Analyst, Research","        Starcom","Chicago, IL",NaN,Chicago
311,Quantitative Research Analyst,"    Huxley Banking &amp; Financial Services","Chicago, IL",NaN,Chicago
312,<b>Data</b> <b>Scientist</b>,"        Vizient, Inc.","Chicago, IL 60606 <span style=""font-size: smaller"">(Loop area)</span>",NaN,Chicago
313,Research Analyst (Mixed Methods),"    Technomic, Inc.","Chicago, IL 60606 <span style=""font-size: smaller"">(Loop area)</span>",NaN,Chicago
314,Digital Payer Consultant - Healthcare Analytics,"        McKinsey &amp; Company","Chicago, IL",NaN,Chicago
315,Sr Statistician,"        Rush University Medical Center","Chicago, IL",NaN,Chicago
316,"Senior Analyst, Quantitative Research","    Kelton Global","Chicago, IL",NaN,Chicago
317,"Solution Manager - City Voices, McKinsey Solutions","        McKinsey &amp; Company","Chicago, IL",NaN,Chicago
318,Customer DBS Leader,"        Kollmorgen","Chicago, IL",NaN,Chicago
319,Lead <b>Data</b> <b>Scientist</b>,"        Jobspring Partners","Chicago, IL 60603 <span style=""font-size: smaller"">(Loop area)</span>","$150,000 a year",Chicago
320,<b>Data</b> <b>Scientist</b>,"    Uptake","Chicago, IL",NaN,Chicago
321,"Analyst, Research","        Starcom","Chicago, IL",NaN,Chicago
322,Product Manager - New Ventures Technology Emerging Solutions,"        McKinsey &amp; Company","Chicago, IL",NaN,Chicago
323,Quantitative Research Analyst,"        Huxley Associates","Chicago, IL","$150,000 a year",Chicago
324,Optimization Specialist,"    Nielsen","Evanston, IL",NaN,Chicago
325,Intern - NDW,"        Blue Cross Blue Shield Association","Chicago, IL",NaN,Chicago
326,<b>Data</b> <b>Scientist</b>,"    Emerge Media","Chicago, IL",NaN,Chicago
327,"<b>Data</b> <b>Scientist</b>, Advanced <b>Data</b> Analytics","        Jackson National Life Insurance Company","Chicago, IL",NaN,Chicago
328,Variant <b>Scientist</b>,"        Tempus","Chicago, IL 60654 <span style=""font-size: smaller"">(Loop area)</span>",NaN,Chicago
329,Knowledge Analyst - Automation &amp; Programming,"        The Boston Consulting Group","Chicago, IL 60654 <span style=""font-size: smaller"">(Loop area)</span>",NaN,Chicago
330,Quantitative Risk Analyst,"        Huxley Associates","Chicago, IL","$100,000 a year",Chicago
331,Lead <b>Data</b> <b>Scientist</b>,"        ISO","Chicago, IL",NaN,Chicago
332,Quality Assurance Analyst - Research Products,"        University of Chicago","Chicago, IL",NaN,Chicago
333,Quantitative Analyst,"    Huxley Banking &amp; Financial Services","Chicago, IL","$100,000 a year",Chicago
334,Quantitative Analyst,"        National Futures Association","Chicago, IL 60606 <span style=""font-size: smaller"">(Loop area)</span>",NaN,Chicago
335,SEC Financial Computer <b>Scientist</b> (Python),"    Amyx","Chicago, IL",NaN,Chicago
336,Senior UI Developer,"        Merkle Inc.","Chicago, IL 60603 <span style=""font-size: smaller"">(Loop area)</span>",NaN,Chicago
337,Research Analyst,"        Mintel","Chicago, IL",NaN,Chicago
338,SEC Financial Computer <b>Scientist</b> (Python),"    Amyx","Chicago, IL",NaN,Chicago
339,Fixed Income Municipal Research Analyst,"        Northern Trust Corp.","Chicago, IL",NaN,Chicago
340,<b>Data</b> <b>Scientist</b>,"    Emerge Media","Chicago, IL",NaN,Chicago
341,Quality Research Analyst,"    AMERICAN ASSOCIATION OF NURSE ANESTHETISTS","Park Ridge, IL 60068",NaN,Chicago
342,"Intern - <b>Data</b> Science, Computer Science, Optimization, Machi...","        Epsilon","Chicago, IL",NaN,Chicago
343,Quality Assurance Analyst - Research Products,"        University of Chicago","Chicago, IL",NaN,Chicago
344,ASSOCIATE <b>SCIENTIST</b> (MP00744),"        Fresenius Kabi","Melrose Park, IL",NaN,Chicago
345,Customer Facing <b>Data</b> <b>Scientist</b>,"    DataRobot","Chicago, IL",NaN,Chicago
346,Consumer Attitudes &amp; Segmentation Analyst â€“ Consumer and Sho...,"        IRI","Chicago, IL",NaN,Chicago
347,Outcomes Analyst,"    Oneview Healthcare, plc","Chicago, IL",NaN,Chicago
348,Market Research Analyst,"        The LaSalle Network","Chicago, IL 60601 <span style=""font-size: smaller"">(Loop area)</span>",NaN,Chicago
349,Director of <b>Data</b> Science,"        Capital One","Chicago, IL",NaN,Chicago
350,<b>Data</b> <b>Scientist</b> II,"        American Family Insurance","Chicago, IL",NaN,Chicago
351,Senior UI Developer,"        Merkle Inc.","Chicago, IL 60603 <span style=""font-size: smaller"">(Loop area)</span>",NaN,Chicago
352,Lead <b>Data</b> Architect,"    Civis Analytics","Chicago, IL",NaN,Chicago
353,SENIOR STATISTICAL ANALYST,"    Inte Q","Oakbrook Terrace, IL 60181",NaN,Chicago
354,Senior Director â€“ Innovative <b>Data</b> Solutions,"        General Electric","Chicago, IL 60601 <span style=""font-size: smaller"">(Loop area)</span>",NaN,Chicago
355,Statistical Arbitrage Trader,"        Gelber Group","Chicago, IL",NaN,Chicago
356,Junior Research Analyst,"    Intrinsic Edge Capital Management","Chicago, IL",NaN,Chicago
357,Risk Analyst-Quantitative Researcher,"        Open Systems Technologies, Inc.","Chicago, IL",NaN,Chicago
358,Research Analyst- Liquid Real Assets,"        Deutsche Bank","Chicago, IL",NaN,Chicago
359,"Senior Analyst, Research","        Starcom","Chicago, IL",NaN,Chicago
360,Biomedical Informatics Research Specialist - Cancer Center,"        University of Illinois at Chicago","Chicago, IL",NaN,Chicago
361,Computational Biologist- Tumor Biology,"        Tempus","Chicago, IL 60654 <span style=""font-size: smaller"">(Loop area)</span>",NaN,Chicago
362,<b>Data</b> Science Intern (Master's Program),"        Cars.com","Chicago, IL",NaN,Chicago
363,Center for Excellence in Survey Research - Multiple Opportun...,"        National Opinion Research Center (NORC)","Chicago, IL",NaN,Chicago
364,Technician/Sr. Technician,"        Clorox","Willowbrook, IL 60527",NaN,Chicago
365,Research Analyst- Liquid Real Assets,"        Deutsche Bank","Chicago, IL",NaN,Chicago
366,Senior Director â€“ Innovative <b>Data</b> Solutions,"        General Electric","Chicago, IL 60601 <span style=""font-size: smaller"">(Loop area)</span>",NaN,Chicago
367,Risk Analyst-Quantitative Researcher,"        Open Systems Technologies, Inc.","Chicago, IL",NaN,Chicago
368,Statistical Pairs Trading Position,"        T3 Trading Group LLC","Chicago, IL",NaN,Chicago
369,Market Research Analyst - Analyst Development Program,"        Ipsos North America","Chicago, IL",NaN,Chicago
370,Technician/Sr. Technician,"        Clorox","Willowbrook, IL 60527",NaN,Chicago
371,Product Owner - McKinsey Academy,"        McKinsey &amp; Company","Chicago, IL",NaN,Chicago
372,<b>Scientist</b>,"    Compunnel Software Group","Chicago, IL",NaN,Chicago
373,Molecular Geneticist in Oncology,"        Tempus","Chicago, IL 60654 <span style=""font-size: smaller"">(Loop area)</span>",NaN,Chicago
374,<b>Data</b> Science Intern (Master's Program),"        Cars.com","Chicago, IL",NaN,Chicago
375,Sr Research Reg Ops Analyst,"        Rush University Medical Center","Chicago, IL",NaN,Chicago
376,Financial Methodology Product Designer,"    NextCapital","Chicago, IL",NaN,Chicago
377,Technology Operations Lead - New Ventures,"        McKinsey &amp; Company","Chicago, IL",NaN,Chicago
378,Raw Material Information Specialist,"        Medix","Chicago, IL",NaN,Chicago
379,<b>Data</b> <b>Scientist</b>,"        Optiver","Chicago, IL",NaN,Chicago
380,jr quantitative analyst,"    Integrated Management Resources, LLC","Chicago, IL",NaN,Chicago
381,Open Source Geniuses,"    Hirewell","Chicago, IL","$120,000 a year",Chicago
382,Research Analyst - Beverage,"        Mintel","Chicago, IL",NaN,Chicago
383,<b>Data</b> <b>Scientist</b>/Modeling - Applied Technology - 13350,"        Crowe Horwath","Chicago, IL 60606 <span style=""font-size: smaller"">(Loop area)</span>",NaN,Chicago
384,Junior Software Engineer,"    Nielsen","Chicago, IL 60647 <span style=""font-size: smaller"">(Logan Square area)</span>",NaN,Chicago
385,Computational Biologists- Pharmacogenomics,"        Tempus","Chicago, IL 60654 <span style=""font-size: smaller"">(Loop area)</span>",NaN,Chicago
386,Associate Packaging <b>Scientist</b>,"        Walgreens","Northbrook, IL 60062",NaN,Chicago
387,Healthcare Research <b>Scientist</b>,"    Truven Health Analytics, Inc. &amp; Simpler Consulting","Chicago, IL 60602 <span style=""font-size: smaller"">(Loop area)</span>",NaN,Chicago
388,Rotational Analyst (Quantitative Track),"        The Federal Home Loan Bank of Chicago","Chicago, IL",NaN,Chicago
389,Research <b>Scientist</b> I,"        Baxter","Deerfield, IL",NaN,Chicago
390,Quantitative Analyst,"        BMO Financial Group","Chicago, IL",NaN,Chicago
391,Field Application <b>Scientist</b> - Chicago,"    10x Genomics","Chicago, IL",NaN,Chicago
392,Lead <b>Data</b> <b>Scientist</b>,"    Harnham","Chicago, IL","$250,000 a year",Chicago
393,<b>Data</b> <b>Scientist</b> - Big <b>Data</b> &amp; Analytics,"        KPMG","Chicago, IL 60601 <span style=""font-size: smaller"">(Loop area)</span>",NaN,Chicago
394,Statistical <b>Data</b> Specialist,"        Change Healthcare","Lombard, IL",NaN,Chicago
395,Food <b>Scientist</b>,"    ACH Food Companies","Oak Brook, IL",NaN,Chicago
396,<b>Data</b> <b>Scientist</b>,"        Conversant Media","Chicago, IL 60606 <span style=""font-size: smaller"">(Loop area)</span>",NaN,Chicago
397,Specialist - Senior Research <b>Scientist</b>,"    Hillard Heintze","Chicago, IL",NaN,Chicago
398,Feasibility Research Analyst II - Novella Clinical,"        Novella Clinical","Chicago, IL",NaN,Chicago
399,Lead <b>Data</b> Engineer,"    Civis Analytics","Chicago, IL",NaN,Chicago
400,DevOps Engineer,"        University of Chicago","Chicago, IL",NaN,Chicago
401,<b>Data</b> <b>Scientist</b>,"        Epsilon","Chicago, IL",NaN,Chicago
402,Post Doc Industry <b>Scientist</b>,"        ABBOTT LABORATORIES","Des Plaines, IL",NaN,Chicago
403,"Qualitative Research Analyst, Consumer Insights","        HAVI Logistics","Downers Grove, IL",NaN,Chicago
404,Senior Bioinformatician,"        University of Chicago","Chicago, IL",NaN,Chicago
405,<b>Data</b> <b>Scientist</b>,"        Mintel","Chicago, IL",NaN,Chicago
406,Senior Developer,"        Northwestern University","Chicago, IL",NaN,Chicago
